"","Source","Target","Type","weight","book"
"1553","Gilly","Mance-Rayder","Undirected",3,"45"
"1563","Jon-Snow","Samwell-Tarly","Undirected",45,"45"
"1581","Jon-Snow","Stannis-Baratheon","Undirected",79,"45"
"1601","Jon-Snow","Melisandre","Undirected",48,"45"
"1652","Jon-Snow","Mance-Rayder","Undirected",25,"45"
"1671","Jon-Snow","Selyse-Florent","Undirected",38,"45"
"188","Samwell-Tarly","Stannis-Baratheon","Undirected",19,"45"
"1914","Aeron-Greyjoy","Asha-Greyjoy","Undirected",7,"45"
"1933","Aeron-Greyjoy","Balon-Greyjoy","Undirected",17,"45"
"1964","Aeron-Greyjoy","Euron-Greyjoy","Undirected",27,"45"
"2034","Aeron-Greyjoy","Theon-Greyjoy","Undirected",3,"45"
"2051","Asha-Greyjoy","Balon-Greyjoy","Undirected",12,"45"
"206","Asha-Greyjoy","Euron-Greyjoy","Undirected",23,"45"
"2072","Asha-Greyjoy","Theon-Greyjoy","Undirected",13,"45"
"2092","Asha-Greyjoy","Robert-Baratheon","Undirected",4,"45"
"2133","Asha-Greyjoy","Stannis-Baratheon","Undirected",16,"45"
"2282","Balon-Greyjoy","Euron-Greyjoy","Undirected",23,"45"
"2293","Balon-Greyjoy","Theon-Greyjoy","Undirected",3,"45"
"2313","Balon-Greyjoy","Stannis-Baratheon","Undirected",4,"45"
"2533","Aerys-II-Targaryen","Cersei-Lannister","Undirected",3,"45"
"2543","Aerys-II-Targaryen","Jaime-Lannister","Undirected",6,"45"
"2562","Aerys-II-Targaryen","Barristan-Selmy","Undirected",4,"45"
"260","Aerys-II-Targaryen","Robert-Baratheon","Undirected",8,"45"
"2643","Barristan-Selmy","Tyrion-Lannister","Undirected",3,"45"
"2662","Barristan-Selmy","Daenerys-Targaryen","Undirected",75,"45"
"2672","Barristan-Selmy","Daario-Naharis","Undirected",18,"45"
"2701","Barristan-Selmy","Gerris-Drinkwater","Undirected",4,"45"
"2711","Barristan-Selmy","Belwas","Undirected",9,"45"
"2723","Barristan-Selmy","Ben-Plumm","Undirected",4,"45"
"2742","Barristan-Selmy","Galazza-Galare","Undirected",5,"45"
"2772","Barristan-Selmy","Hizdahr-zo-Loraq","Undirected",42,"45"
"2871","Robert-Baratheon","Stannis-Baratheon","Undirected",15,"45"
"2891","Robert-Baratheon","Tyrion-Lannister","Undirected",6,"45"
"2962","Alla-Tyrell","Margaery-Tyrell","Undirected",7,"45"
"3022","Margaery-Tyrell","Robert-Baratheon","Undirected",5,"45"
"3461","Andrey-Dalt","Arianne-Martell","Undirected",10,"45"
"347","Andrey-Dalt","Garin-(orphan)","Undirected",11,"45"
"3481","Andrey-Dalt","Myrcella-Baratheon","Undirected",4,"45"
"3522","Arianne-Martell","Garin-(orphan)","Undirected",18,"45"
"3532","Arianne-Martell","Myrcella-Baratheon","Undirected",16,"45"
"356","Arianne-Martell","Arys-Oakheart","Undirected",19,"45"
"3571","Arianne-Martell","Doran-Martell","Undirected",26,"45"
"3671","Arianne-Martell","Balon-Swann","Undirected",5,"45"
"3692","Garin-(orphan)","Myrcella-Baratheon","Undirected",5,"45"
"3732","Garin-(orphan)","Nymeria-Sand","Undirected",3,"45"
"3752","Myrcella-Baratheon","Stannis-Baratheon","Undirected",3,"45"
"3771","Myrcella-Baratheon","Tyrion-Lannister","Undirected",9,"45"
"3842","Anya-Waynwood","Petyr-Baelish","Undirected",10,"45"
"4003","Petyr-Baelish","Tyrion-Lannister","Undirected",5,"45"
"4012","Petyr-Baelish","Pycelle","Undirected",4,"45"
"4051","Areo-Hotah","Arianne-Martell","Undirected",28,"45"
"4062","Areo-Hotah","Myrcella-Baratheon","Undirected",5,"45"
"4071","Areo-Hotah","Arys-Oakheart","Undirected",11,"45"
"4091","Areo-Hotah","Doran-Martell","Undirected",44,"45"
"4121","Areo-Hotah","Balon-Swann","Undirected",4,"45"
"4143","Arys-Oakheart","Garin-(orphan)","Undirected",3,"45"
"4151","Arys-Oakheart","Myrcella-Baratheon","Undirected",18,"45"
"4163","Arys-Oakheart","Doran-Martell","Undirected",3,"45"
"4211","Doran-Martell","Robert-Baratheon","Undirected",3,"45"
"4241","Doran-Martell","Myrcella-Baratheon","Undirected",11,"45"
"428","Doran-Martell","Gregor-Clegane","Undirected",8,"45"
"4291","Doran-Martell","Nymeria-Sand","Undirected",7,"45"
"4373","Arya-Stark","Dareon","Undirected",5,"45"
"4381","Arya-Stark","Jon-Snow","Undirected",12,"45"
"4392","Arya-Stark","Theon-Greyjoy","Undirected",7,"45"
"4552","Arya-Stark","Bran-Stark","Undirected",7,"45"
"4561","Arya-Stark","Eddard-Stark","Undirected",4,"45"
"457","Arya-Stark","Melisandre","Undirected",4,"45"
"4582","Arya-Stark","Jeyne-Poole","Undirected",4,"45"
"459","Arya-Stark","Mance-Rayder","Undirected",3,"45"
"4602","Arya-Stark","Ramsay-Snow","Undirected",5,"45"
"4752","Aurane-Waters","Cersei-Lannister","Undirected",9,"45"
"4762","Aurane-Waters","Margaery-Tyrell","Undirected",5,"45"
"4772","Aurane-Waters","Gyles-Rosby","Undirected",3,"45"
"4792","Aurane-Waters","Loras-Tyrell","Undirected",3,"45"
"4821","Aurane-Waters","Stannis-Baratheon","Undirected",3,"45"
"4842","Gyles-Rosby","Margaery-Tyrell","Undirected",5,"45"
"4881","Gyles-Rosby","Mace-Tyrell","Undirected",3,"45"
"4892","Gyles-Rosby","Pycelle","Undirected",12,"45"
"4953","Loras-Tyrell","Margaery-Tyrell","Undirected",21,"45"
"4981","Loras-Tyrell","Tyrion-Lannister","Undirected",3,"45"
"5051","Stannis-Baratheon","Theon-Greyjoy","Undirected",10,"45"
"5081","Stannis-Baratheon","Tyrion-Lannister","Undirected",6,"45"
"5251","Balon-Swann","Jaime-Lannister","Undirected",3,"45"
"5262","Balon-Swann","Myrcella-Baratheon","Undirected",4,"45"
"5273","Balon-Swann","Doran-Martell","Undirected",11,"45"
"5293","Balon-Swann","Loras-Tyrell","Undirected",4,"45"
"5303","Balon-Swann","Gregor-Clegane","Undirected",3,"45"
"5313","Balon-Swann","Tyrion-Lannister","Undirected",3,"45"
"5322","Gregor-Clegane","Jaime-Lannister","Undirected",5,"45"
"5382","Gregor-Clegane","Ilyn-Payne","Undirected",7,"45"
"5393","Gregor-Clegane","Pycelle","Undirected",3,"45"
"5462","Catelyn-Stark","Jaime-Lannister","Undirected",15,"45"
"5471","Catelyn-Stark","Petyr-Baelish","Undirected",3,"45"
"5501","Catelyn-Stark","Hyle-Hunt","Undirected",3,"45"
"5532","Catelyn-Stark","Tyrion-Lannister","Undirected",3,"45"
"5542","Catelyn-Stark","Eddard-Stark","Undirected",5,"45"
"5561","Brienne-of-Tarth","Cersei-Lannister","Undirected",3,"45"
"557","Brienne-of-Tarth","Jaime-Lannister","Undirected",21,"45"
"5623","Brienne-of-Tarth","Catelyn-Stark","Undirected",10,"45"
"569","Brienne-of-Tarth","Hyle-Hunt","Undirected",17,"45"
"5722","Brienne-of-Tarth","Joffrey-Baratheon","Undirected",4,"45"
"573","Brienne-of-Tarth","Lysa-Arryn","Undirected",3,"45"
"5822","Brienne-of-Tarth","Tyrion-Lannister","Undirected",3,"45"
"5931","Boros-Blount","Cersei-Lannister","Undirected",3,"45"
"5942","Boros-Blount","Jaime-Lannister","Undirected",3,"45"
"6062","Bran-Stark","Jon-Snow","Undirected",10,"45"
"6071","Bran-Stark","Theon-Greyjoy","Undirected",8,"45"
"6112","Bran-Stark","Eddard-Stark","Undirected",4,"45"
"614","Bran-Stark","Hodor","Undirected",50,"45"
"643","Joffrey-Baratheon","Robert-Baratheon","Undirected",5,"45"
"6441","Joffrey-Baratheon","Margaery-Tyrell","Undirected",6,"45"
"6453","Joffrey-Baratheon","Myrcella-Baratheon","Undirected",6,"45"
"6502","Joffrey-Baratheon","Tyrion-Lannister","Undirected",19,"45"
"6511","Joffrey-Baratheon","Mace-Tyrell","Undirected",3,"45"
"6521","Lysa-Arryn","Petyr-Baelish","Undirected",14,"45"
"6563","Lysa-Arryn","Nestor-Royce","Undirected",12,"45"
"6781","Edmure-Tully","Jaime-Lannister","Undirected",24,"45"
"6821","Edmure-Tully","Ilyn-Payne","Undirected",4,"45"
"7011","Dunsen","Gregor-Clegane","Undirected",6,"45"
"7032","Dunsen","Ilyn-Payne","Undirected",7,"45"
"7051","Eddard-Stark","Jon-Snow","Undirected",14,"45"
"7062","Eddard-Stark","Theon-Greyjoy","Undirected",9,"45"
"707","Eddard-Stark","Robert-Baratheon","Undirected",10,"45"
"7101","Eddard-Stark","Stannis-Baratheon","Undirected",9,"45"
"712","Eddard-Stark","Joffrey-Baratheon","Undirected",3,"45"
"713","Eddard-Stark","Tyrion-Lannister","Undirected",4,"45"
"714","Eddard-Stark","Pycelle","Undirected",3,"45"
"7151","Eddard-Stark","Roose-Bolton","Undirected",5,"45"
"7171","Eddard-Stark","Ramsay-Snow","Undirected",4,"45"
"7201","High-Sparrow","Margaery-Tyrell","Undirected",11,"45"
"7231","High-Sparrow","Kevan-Lannister","Undirected",5,"45"
"727","Ilyn-Payne","Jaime-Lannister","Undirected",30,"45"
"7381","Kevan-Lannister","Stannis-Baratheon","Undirected",3,"45"
"741","Kevan-Lannister","Tyrion-Lannister","Undirected",4,"45"
"7421","Kevan-Lannister","Mace-Tyrell","Undirected",5,"45"
"7431","Kevan-Lannister","Pycelle","Undirected",5,"45"
"7471","Mace-Tyrell","Margaery-Tyrell","Undirected",6,"45"
"748","Mace-Tyrell","Stannis-Baratheon","Undirected",4,"45"
"751","Mace-Tyrell","Tyrion-Lannister","Undirected",3,"45"
"753","Mace-Tyrell","Pycelle","Undirected",4,"45"
"762","Pycelle","Stannis-Baratheon","Undirected",6,"45"
"7931","Dalla","Gilly","Undirected",10,"45"
"794","Dalla","Stannis-Baratheon","Undirected",5,"45"
"795","Dalla","Melisandre","Undirected",3,"45"
"796","Dalla","Mance-Rayder","Undirected",5,"45"
"800","Eddison-Tollett","Gilly","Undirected",3,"45"
"8011","Eddison-Tollett","Jon-Snow","Undirected",30,"45"
"8021","Eddison-Tollett","Samwell-Tarly","Undirected",4,"45"
"805","Eddison-Tollett","Emmett","Undirected",8,"45"
"824","Melisandre","Stannis-Baratheon","Undirected",35,"45"
"8261","Melisandre","Selyse-Florent","Undirected",11,"45"
"861","Nestor-Royce","Petyr-Baelish","Undirected",17,"45"
"876","Roose-Bolton","Theon-Greyjoy","Undirected",14,"45"
"877","Roose-Bolton","Stannis-Baratheon","Undirected",18,"45"
"887","Daenerys-Targaryen","Robert-Baratheon","Undirected",3,"45"
"889","Daenerys-Targaryen","Doran-Martell","Undirected",3,"45"
"890","Daenerys-Targaryen","Tyrion-Lannister","Undirected",17,"45"
"891","Daenerys-Targaryen","Mace-Tyrell","Undirected",3,"45"
"893","Daenerys-Targaryen","Jon-Connington","Undirected",6,"45"
"898","Daenerys-Targaryen","Gerris-Drinkwater","Undirected",15,"45"
"900","Daenerys-Targaryen","Galazza-Galare","Undirected",19,"45"
"902","Daenerys-Targaryen","Hizdahr-zo-Loraq","Undirected",96,"45"
"907","Daenerys-Targaryen","Irri","Undirected",25,"45"
"909","Daenerys-Targaryen","Penny","Undirected",4,"45"
"910","Daenerys-Targaryen","Moqorro","Undirected",3,"45"
"919","Daenerys-Targaryen","Illyrio-Mopatis","Undirected",12,"45"
"920","Daenerys-Targaryen","Jorah-Mormont","Undirected",4,"45"
"9311","Haldon","Tyrion-Lannister","Undirected",54,"45"
"932","Haldon","Jon-Connington","Undirected",13,"45"
"933","Haldon","Lemore","Undirected",4,"45"
"934","Haldon","Rolly-Duckfield","Undirected",26,"45"
"937","Haldon","Illyrio-Mopatis","Undirected",3,"45"
"9431","Jon-Connington","Robert-Baratheon","Undirected",8,"45"
"9451","Jon-Connington","Tyrion-Lannister","Undirected",37,"45"
"9471","Jon-Connington","Lemore","Undirected",11,"45"
"948","Jon-Connington","Rolly-Duckfield","Undirected",12,"45"
"952","Lemore","Tyrion-Lannister","Undirected",16,"45"
"9531","Lemore","Rolly-Duckfield","Undirected",5,"45"
"956","Rolly-Duckfield","Tyrion-Lannister","Undirected",20,"45"
"964","Aggo","Barristan-Selmy","Undirected",3,"45"
"965","Aggo","Daenerys-Targaryen","Undirected",9,"45"
"9661","Aggo","Daario-Naharis","Undirected",4,"45"
"9711","Daario-Naharis","Daenerys-Targaryen","Undirected",50,"45"
"976","Daario-Naharis","Hizdahr-zo-Loraq","Undirected",14,"45"
"979","Daario-Naharis","Irri","Undirected",7,"45"
"987","Alys-Karstark","Jon-Snow","Undirected",13,"45"
"988","Alys-Karstark","Melisandre","Undirected",6,"45"
"991","Alysane-Mormont","Asha-Greyjoy","Undirected",18,"45"
"992","Alysane-Mormont","Stannis-Baratheon","Undirected",5,"45"
"998","Archibald-Yronwood","Gerris-Drinkwater","Undirected",13,"45"
"1006","Gerris-Drinkwater","Hizdahr-zo-Loraq","Undirected",4,"45"
"1019","Hareth-(Moles-Town)","Jon-Snow","Undirected",10,"45"
"1025","Jeyne-Poole","Theon-Greyjoy","Undirected",24,"45"
"1026","Jeyne-Poole","Roose-Bolton","Undirected",3,"45"
"1027","Jeyne-Poole","Ramsay-Snow","Undirected",12,"45"
"1030","Mance-Rayder","Theon-Greyjoy","Undirected",9,"45"
"1031","Mance-Rayder","Stannis-Baratheon","Undirected",16,"45"
"1032","Mance-Rayder","Melisandre","Undirected",6,"45"
"1033","Mance-Rayder","Ramsay-Snow","Undirected",7,"45"
"1039","Ramsay-Snow","Theon-Greyjoy","Undirected",87,"45"
"1040","Ramsay-Snow","Stannis-Baratheon","Undirected",8,"45"
"1041","Ramsay-Snow","Roose-Bolton","Undirected",14,"45"
"1066","Selyse-Florent","Stannis-Baratheon","Undirected",14,"45"
"1073","Barbrey-Dustin","Theon-Greyjoy","Undirected",17,"45"
"1074","Barbrey-Dustin","Stannis-Baratheon","Undirected",3,"45"
"1075","Barbrey-Dustin","Roose-Bolton","Undirected",3,"45"
"1076","Barbrey-Dustin","Jeyne-Poole","Undirected",5,"45"
"1077","Barbrey-Dustin","Ramsay-Snow","Undirected",5,"45"
"1081","Belwas","Daenerys-Targaryen","Undirected",13,"45"
"1082","Belwas","Hizdahr-zo-Loraq","Undirected",11,"45"
"1084","Ben-Plumm","Tyrion-Lannister","Undirected",4,"45"
"1085","Ben-Plumm","Daenerys-Targaryen","Undirected",14,"45"
"1086","Ben-Plumm","Daario-Naharis","Undirected",9,"45"
"1087","Ben-Plumm","Hizdahr-zo-Loraq","Undirected",3,"45"
"1089","Ben-Plumm","Penny","Undirected",3,"45"
"1095","Galazza-Galare","Hizdahr-zo-Loraq","Undirected",12,"45"
"1108","Hizdahr-zo-Loraq","Irri","Undirected",3,"45"
"1120","Davos-Seaworth","Stannis-Baratheon","Undirected",21,"45"
"1122","Davos-Seaworth","Eddard-Stark","Undirected",4,"45"
"1123","Davos-Seaworth","Melisandre","Undirected",4,"45"
"1147","Penny","Tyrion-Lannister","Undirected",59,"45"
"1156","Moqorro","Tyrion-Lannister","Undirected",7,"45"
"1164","Bowen-Marsh","Jon-Snow","Undirected",45,"45"
"1165","Bowen-Marsh","Stannis-Baratheon","Undirected",3,"45"
"1166","Bowen-Marsh","Eddison-Tollett","Undirected",9,"45"
"1168","Bowen-Marsh","Mance-Rayder","Undirected",5,"45"
"1220","Illyrio-Mopatis","Tyrion-Lannister","Undirected",30,"45"
"1221","Illyrio-Mopatis","Jon-Connington","Undirected",6,"45"
"1222","Illyrio-Mopatis","Rolly-Duckfield","Undirected",6,"45"
"1223","Jorah-Mormont","Tyrion-Lannister","Undirected",27,"45"
"1224","Jorah-Mormont","Penny","Undirected",9,"45"
"1230","Damon-Dance-for-Me","Theon-Greyjoy","Undirected",5,"45"
"1231","Damon-Dance-for-Me","Ramsay-Snow","Undirected",7,"45"
"1256","Emmett","Jon-Snow","Undirected",15,"45"
"1257","Emmett","Hareth-(Moles-Town)","Undirected",3,"45"
"2610","Aegon-Targaryen-(son-of-Rhaegar)","Daenerys-Targaryen","Undirected",11,"all"
"2913","Aegon-Targaryen-(son-of-Rhaegar)","Haldon","Undirected",14,"all"
"3110","Aegon-Targaryen-(son-of-Rhaegar)","Jon-Connington","Undirected",16,"all"
"335","Aegon-Targaryen-(son-of-Rhaegar)","Rhaegar-Targaryen","Undirected",12,"all"
"368","Aegon-Targaryen-(son-of-Rhaegar)","Tyrion-Lannister","Undirected",23,"all"
"4410","Aemon-Targaryen-(Maester-Aemon)","Alliser-Thorne","Undirected",7,"all"
"4513","Aemon-Targaryen-(Maester-Aemon)","Bowen-Marsh","Undirected",4,"all"
"5212","Aemon-Targaryen-(Maester-Aemon)","Donal-Noye","Undirected",11,"all"
"5314","Aemon-Targaryen-(Maester-Aemon)","Eddison-Tollett","Undirected",3,"all"
"5411","Aemon-Targaryen-(Maester-Aemon)","Gilly","Undirected",20,"all"
"5510","Aemon-Targaryen-(Maester-Aemon)","Grenn","Undirected",5,"all"
"5710","Aemon-Targaryen-(Maester-Aemon)","Janos-Slynt","Undirected",5,"all"
"5813","Aemon-Targaryen-(Maester-Aemon)","Jeor-Mormont","Undirected",25,"all"
"5912","Aemon-Targaryen-(Maester-Aemon)","Jon-Snow","Undirected",110,"all"
"6113","Aemon-Targaryen-(Maester-Aemon)","Mance-Rayder","Undirected",5,"all"
"6413","Aemon-Targaryen-(Maester-Aemon)","Robert-Baratheon","Undirected",5,"all"
"6510","Aemon-Targaryen-(Maester-Aemon)","Samwell-Tarly","Undirected",99,"all"
"6610","Aemon-Targaryen-(Maester-Aemon)","Stannis-Baratheon","Undirected",12,"all"
"726","Aeron-Greyjoy","Asha-Greyjoy","Undirected",7,"all"
"746","Aeron-Greyjoy","Balon-Greyjoy","Undirected",17,"all"
"786","Aeron-Greyjoy","Euron-Greyjoy","Undirected",27,"all"
"897","Aerys-II-Targaryen","Barristan-Selmy","Undirected",4,"all"
"9110","Aerys-II-Targaryen","Brienne-of-Tarth","Undirected",3,"all"
"926","Aerys-II-Targaryen","Cersei-Lannister","Undirected",3,"all"
"94","Aerys-II-Targaryen","Eddard-Stark","Undirected",15,"all"
"975","Aerys-II-Targaryen","Jaime-Lannister","Undirected",37,"all"
"984","Aerys-II-Targaryen","Joffrey-Baratheon","Undirected",6,"all"
"994","Aerys-II-Targaryen","Jon-Arryn","Undirected",3,"all"
"1012","Aerys-II-Targaryen","Rhaegar-Targaryen","Undirected",14,"all"
"1023","Aerys-II-Targaryen","Robert-Baratheon","Undirected",35,"all"
"1043","Aerys-II-Targaryen","Tyrion-Lannister","Undirected",9,"all"
"1112","Aggo","Barristan-Selmy","Undirected",3,"all"
"1126","Aggo","Belwas","Undirected",3,"all"
"1131","Aggo","Daario-Naharis","Undirected",4,"all"
"1143","Aggo","Daenerys-Targaryen","Undirected",30,"all"
"1152","Aggo","Drogo","Undirected",6,"all"
"1181","Aggo","Jorah-Mormont","Undirected",9,"all"
"1582","Alliser-Thorne","Bowen-Marsh","Undirected",3,"all"
"1592","Alliser-Thorne","Grenn","Undirected",3,"all"
"1613","Alliser-Thorne","Janos-Slynt","Undirected",13,"all"
"1622","Alliser-Thorne","Jeor-Mormont","Undirected",13,"all"
"1631","Alliser-Thorne","Joffrey-Baratheon","Undirected",4,"all"
"164","Alliser-Thorne","Jon-Snow","Undirected",63,"all"
"1653","Alliser-Thorne","Mance-Rayder","Undirected",6,"all"
"169","Alliser-Thorne","Samwell-Tarly","Undirected",12,"all"
"1702","Alliser-Thorne","Stannis-Baratheon","Undirected",3,"all"
"1711","Alliser-Thorne","Tyrion-Lannister","Undirected",15,"all"
"1901","Amory-Lorch","Arya-Stark","Undirected",9,"all"
"1915","Amory-Lorch","Cersei-Lannister","Undirected",4,"all"
"1934","Amory-Lorch","Dunsen","Undirected",3,"all"
"1945","Amory-Lorch","Gendry","Undirected",3,"all"
"1954","Amory-Lorch","Gregor-Clegane","Undirected",10,"all"
"1974","Amory-Lorch","Ilyn-Payne","Undirected",4,"all"
"1986","Amory-Lorch","Jaime-Lannister","Undirected",3,"all"
"1992","Amory-Lorch","Joffrey-Baratheon","Undirected",7,"all"
"2003","Amory-Lorch","Meryn-Trant","Undirected",5,"all"
"2042","Amory-Lorch","Roose-Bolton","Undirected",3,"all"
"2052","Amory-Lorch","Sandor-Clegane","Undirected",5,"all"
"2203","Anguy","Arya-Stark","Undirected",15,"all"
"2212","Anguy","Beric-Dondarrion","Undirected",4,"all"
"2261","Anguy","Sandor-Clegane","Undirected",3,"all"
"2412","Areo-Hotah","Arianne-Martell","Undirected",28,"all"
"2433","Areo-Hotah","Balon-Swann","Undirected",4,"all"
"2451","Areo-Hotah","Doran-Martell","Undirected",44,"all"
"2472","Areo-Hotah","Myrcella-Baratheon","Undirected",5,"all"
"2516","Arianne-Martell","Balon-Swann","Undirected",5,"all"
"2534","Arianne-Martell","Doran-Martell","Undirected",26,"all"
"2601","Arianne-Martell","Myrcella-Baratheon","Undirected",16,"all"
"2831","Arstan","Belwas","Undirected",25,"all"
"284","Arstan","Daenerys-Targaryen","Undirected",29,"all"
"2852","Arstan","Illyrio-Mopatis","Undirected",3,"all"
"2872","Arstan","Jorah-Mormont","Undirected",13,"all"
"290","Arstan","Rhaegar-Targaryen","Undirected",7,"all"
"2971","Arya-Stark","Benjen-Stark","Undirected",3,"all"
"2983","Arya-Stark","Beric-Dondarrion","Undirected",28,"all"
"3001","Arya-Stark","Bran-Stark","Undirected",40,"all"
"3031","Arya-Stark","Brynden-Tully","Undirected",4,"all"
"3042","Arya-Stark","Catelyn-Stark","Undirected",8,"all"
"3052","Arya-Stark","Cersei-Lannister","Undirected",25,"all"
"3112","Arya-Stark","Dunsen","Undirected",6,"all"
"3122","Arya-Stark","Eddard-Stark","Undirected",46,"all"
"3142","Arya-Stark","Gendry","Undirected",82,"all"
"3163","Arya-Stark","Gregor-Clegane","Undirected",10,"all"
"3215","Arya-Stark","Ilyn-Payne","Undirected",8,"all"
"322","Arya-Stark","Jaime-Lannister","Undirected",13,"all"
"3242","Arya-Stark","Jeyne-Poole","Undirected",14,"all"
"3252","Arya-Stark","Joffrey-Baratheon","Undirected",53,"all"
"3263","Arya-Stark","Jon-Snow","Undirected",71,"all"
"3332","Arya-Stark","Mance-Rayder","Undirected",3,"all"
"3341","Arya-Stark","Melisandre","Undirected",4,"all"
"3361","Arya-Stark","Meryn-Trant","Undirected",7,"all"
"3372","Arya-Stark","Mordane","Undirected",39,"all"
"339","Arya-Stark","Myrcella-Baratheon","Undirected",13,"all"
"3422","Arya-Stark","Petyr-Baelish","Undirected",3,"all"
"3462","Arya-Stark","Ramsay-Snow","Undirected",5,"all"
"3482","Arya-Stark","Rickon-Stark","Undirected",20,"all"
"3492","Arya-Stark","Robb-Stark","Undirected",44,"all"
"3501","Arya-Stark","Robert-Baratheon","Undirected",17,"all"
"3523","Arya-Stark","Roose-Bolton","Undirected",21,"all"
"3542","Arya-Stark","Sandor-Clegane","Undirected",58,"all"
"3552","Arya-Stark","Sansa-Stark","Undirected",155,"all"
"3651","Arya-Stark","Tyrion-Lannister","Undirected",11,"all"
"383","Asha-Greyjoy","Balon-Greyjoy","Undirected",15,"all"
"3862","Asha-Greyjoy","Euron-Greyjoy","Undirected",23,"all"
"3942","Asha-Greyjoy","Robert-Baratheon","Undirected",4,"all"
"397","Asha-Greyjoy","Stannis-Baratheon","Undirected",16,"all"
"4152","Axell-Florent","Davos-Seaworth","Undirected",21,"all"
"4164","Axell-Florent","Jon-Snow","Undirected",4,"all"
"4181","Axell-Florent","Melisandre","Undirected",9,"all"
"4232","Axell-Florent","Stannis-Baratheon","Undirected",25,"all"
"4382","Balon-Greyjoy","Catelyn-Stark","Undirected",3,"all"
"4401","Balon-Greyjoy","Eddard-Stark","Undirected",7,"all"
"4411","Balon-Greyjoy","Euron-Greyjoy","Undirected",23,"all"
"4421","Balon-Greyjoy","Robb-Stark","Undirected",11,"all"
"4432","Balon-Greyjoy","Robert-Baratheon","Undirected",8,"all"
"4442","Balon-Greyjoy","Stannis-Baratheon","Undirected",8,"all"
"4482","Balon-Swann","Boros-Blount","Undirected",3,"all"
"4493","Balon-Swann","Doran-Martell","Undirected",11,"all"
"4514","Balon-Swann","Gregor-Clegane","Undirected",3,"all"
"4522","Balon-Swann","Jaime-Lannister","Undirected",8,"all"
"4532","Balon-Swann","Joffrey-Baratheon","Undirected",11,"all"
"4542","Balon-Swann","Loras-Tyrell","Undirected",10,"all"
"4562","Balon-Swann","Meryn-Trant","Undirected",3,"all"
"4571","Balon-Swann","Myrcella-Baratheon","Undirected",4,"all"
"4591","Balon-Swann","Renly-Baratheon","Undirected",3,"all"
"4603","Balon-Swann","Sandor-Clegane","Undirected",3,"all"
"4612","Balon-Swann","Tyrion-Lannister","Undirected",15,"all"
"4701","Barristan-Selmy","Belwas","Undirected",14,"all"
"4732","Barristan-Selmy","Boros-Blount","Undirected",3,"all"
"4742","Barristan-Selmy","Cersei-Lannister","Undirected",17,"all"
"4753","Barristan-Selmy","Daario-Naharis","Undirected",18,"all"
"4763","Barristan-Selmy","Daenerys-Targaryen","Undirected",83,"all"
"4773","Barristan-Selmy","Eddard-Stark","Undirected",28,"all"
"4843","Barristan-Selmy","Hizdahr-zo-Loraq","Undirected",42,"all"
"4852","Barristan-Selmy","Jaime-Lannister","Undirected",8,"all"
"4872","Barristan-Selmy","Joffrey-Baratheon","Undirected",13,"all"
"4882","Barristan-Selmy","Jon-Arryn","Undirected",4,"all"
"4893","Barristan-Selmy","Jorah-Mormont","Undirected",5,"all"
"4922","Barristan-Selmy","Meryn-Trant","Undirected",3,"all"
"4942","Barristan-Selmy","Petyr-Baelish","Undirected",7,"all"
"4954","Barristan-Selmy","Pycelle","Undirected",8,"all"
"4973","Barristan-Selmy","Renly-Baratheon","Undirected",13,"all"
"4991","Barristan-Selmy","Rhaegar-Targaryen","Undirected",3,"all"
"5001","Barristan-Selmy","Robert-Baratheon","Undirected",51,"all"
"5012","Barristan-Selmy","Sandor-Clegane","Undirected",3,"all"
"5022","Barristan-Selmy","Sansa-Stark","Undirected",3,"all"
"5052","Barristan-Selmy","Tyrion-Lannister","Undirected",3,"all"
"5213","Belwas","Daenerys-Targaryen","Undirected",46,"all"
"522","Belwas","Hizdahr-zo-Loraq","Undirected",11,"all"
"5232","Belwas","Illyrio-Mopatis","Undirected",8,"all"
"5263","Belwas","Jorah-Mormont","Undirected",22,"all"
"5533","Benjen-Stark","Bran-Stark","Undirected",9,"all"
"5543","Benjen-Stark","Cersei-Lannister","Undirected",3,"all"
"5562","Benjen-Stark","Jeor-Mormont","Undirected",17,"all"
"5571","Benjen-Stark","Jon-Snow","Undirected",48,"all"
"5581","Benjen-Stark","Luwin","Undirected",7,"all"
"5592","Benjen-Stark","Mance-Rayder","Undirected",3,"all"
"5602","Benjen-Stark","Robb-Stark","Undirected",7,"all"
"5613","Benjen-Stark","Robert-Baratheon","Undirected",6,"all"
"5632","Benjen-Stark","Tyrion-Lannister","Undirected",8,"all"
"5661","Beric-Dondarrion","Catelyn-Stark","Undirected",3,"all"
"567","Beric-Dondarrion","Eddard-Stark","Undirected",3,"all"
"568","Beric-Dondarrion","Gendry","Undirected",4,"all"
"5691","Beric-Dondarrion","Gregor-Clegane","Undirected",9,"all"
"5723","Beric-Dondarrion","Jaime-Lannister","Undirected",7,"all"
"5731","Beric-Dondarrion","Joffrey-Baratheon","Undirected",3,"all"
"5752","Beric-Dondarrion","Loras-Tyrell","Undirected",5,"all"
"5772","Beric-Dondarrion","Robert-Baratheon","Undirected",5,"all"
"5781","Beric-Dondarrion","Sandor-Clegane","Undirected",18,"all"
"579","Beric-Dondarrion","Sansa-Stark","Undirected",4,"all"
